眉对()，口对()，锦瑟对()。晓耕对()，晚笛对()。松郁郁，()，闵损对()。秦王亲击缶，()。三献卞和尝泣玉，()。寂寂秋朝，庭叶因霜摧嫩色；()。;()对目，()对心，()对瑶琴。()对寒钓，()对秋砧。()，竹森森，()对曾参。()，虞帝自挥琴。()，四知杨震固辞金。()；沉沉春夜，砌花随月转清阴。
前对()，古对()，野兽对()。犍牛对()，水浅对()。曾点瑟，()，璞玉对()。艳红花弄色，()。不雨汤王方剪爪，()。书生惜壮岁韶华，寸阴尺璧；()。;()对后，()对今，()对山禽。()对牝马，()对山深。()，戴逵琴，()对浑金。()，浓绿柳敷阴。()，有风楚子正披襟。()；游子爱良宵光景，一刻千金。
丝对()，剑对()，素志对()。千愁对()，虎啸对()。子罕玉，()，往古对()。天寒邹吹律，()。渠说子规为帝魄，()。屈子沉江，处处舟中争系粽；()。;()对竹，()对琴，()对丹心。()对一醉，()对龙吟。()，不疑金，()对来今。()，岁旱傅为霖。()，侬知孔雀是家禽。()；牛郎渡渚，家家台上竞穿针。
千对()，两对()，地北对()。佛堂对()，道院对()。山泼黛。()，雪岭对()。凤飞方翙翙，()。窗下书生时讽咏，()。白草满郊，秋日牧征人之马；()。;()对百，()对三，()对天南。()对仙洞，()对禅庵。()。水浮蓝，()对云潭。()，虎视已眈眈。()，筵前酒客日耽酣。()；绿桑盈亩，春时供农妇之蚕。
将对()，可对()，德被对()。权衡对()，雪寺对()。安邑枣，()，不愧对()。魏征能直谏，()。紫梨摘去从山北，()。攘鸡非君子所为，但当月一；()。;()对欲，()对堪，()对恩覃。()对尺度，()对云庵。()，洞庭柑，()对无惭。()，王衍善清谈。()，丹荔传来自海南。()；养狙是山公之智，止用朝三。
中对()，北对()，贝母对()。移山对()，谏苦对()。千取百，()，魏尚对()。海门翻夕浪，()。新缔直投公子纻，()。文在淹通，已咏冰兮寒过水；()。;()对外，()对南，()对宜男。()对浚井，()对言甘。()，二为三，()对周堪。()，山市拥晴岚。()，旧交犹脱馆人骖。()；永和博雅，可知青者胜于蓝。
悲对()，爱对()，玉兔对()。醉侯对()，眼底对()。风飁飁，()，李苦对()。画堂施锦帐，()。横槊赋诗传孟德，()。两曜迭明，日东生而月西出；()。;()对乐，()对嫌，()对银蟾。()对诗史，()对眉尖。()，雨绵绵，()对瓜甜。()，酒市舞青帘。()，引壶酌酒尚陶潜。()；五行式序，水下润而火上炎。
如对()，减对()，绣幕对()。探珠对()，鹭立对()。玉屑饭，()，手剑对()。燕巢依邃阁，()。夺槊至三唐敬德，()。南浦客归，湛湛春波千顷净；()。;()对似，()对添，()对朱帘。()对献玉，()对鱼潜。()，水晶盐，()对腰镰。()，蛛网挂虚檐。()，栾棋第一晋王恬。()；西楼人悄，弯弯夜月一钩纤。
逢对()，仰对()，市井对()。投簪对()，握发对()。张绣幕，()，石碏对()。宵征方肃肃，()。心褊小人长戚戚，()。美刺殊文，备三百五篇诗咏；()。;()对遇，()对瞻，()对闾阎。()对结绶，()对掀髯。()，卷珠帘，()对江淹。()，夜饮已厌厌。()，礼多君子屡谦谦。()；吉凶异画，变六十四卦爻占。
清对()，苦对()，一启对()。烟蓑对()，月榜对()。莺睍睆，()，柳杞对()。情深悲素扇，()。汉室既能分四姓，()。破的而探牛心，豪矜王济  ；()。;()对浊，()对咸，()对三缄。()对雨笠，()对风帆。()，燕呢喃，()对松杉。()，泪痛湿青衫。()，周朝何用叛三监。()；竖竿以挂犊鼻，贫笑阮咸  。
能对()，圣对()，卫瓘对()。雀罗对()，翠巘对()。红罗帐，()，笔格对()。蕊香蜂竞采，()。凶孽誓清闻祖逖，()。溪叟新居，渔舍清幽临水岸；()。;()对否，()对贤，()对浑瑊。()对鱼网，()对苍崖。()，白布衫，()对书函。()，泥软燕争衔。()，王家能乂有巫咸。()；山僧久隐，梵宫寂寞倚云岩。
冠对()，帽对()，议鲠对()。行舟对()，俗弊对()。鼠且硕，()，史册对()。塞城闻奏角，()。河水一源形弥弥，()。郑为武公，赋缁衣而美德  ；()。;()对带，()对衫，()对言谗。()对御马，()对民岩。()，兔多毚，()对书缄。()，江浦认归帆。()，泰山万仞势岩岩。()；周因巷伯，歌贝锦以伤谗  。
